L1_Density,L2_Density,L3_Density,L4_Density,L1_Next,L2_Next,L3_Next,L4_Next,L1_Wait,L2_Wait,L3_Wait,L4_Wait,Emergency_Type,Green_Lane,Reason,Green_Time
73,76,83,56,21,17,54,40,1,2,3,0,None,Lane 4,Starvation,3
87,27,33,44,51,86,36,91,0,3,4,1,Ambulance,Lane 1,Emergency_Ambulance,10
87,27,33,44,51,86,36,91,1,0,5,2,Ambulance,Lane 2,Emergency_Ambulance,10
66,23,32,15,65,93,21,88,2,1,0,3,None,Lane 3,Starvation,3
26,51,43,62,51,90,72,68,3,2,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
26,62,18,40,49,81,80,62,0,3,2,1,Ambulance,Lane 1,Emergency_Ambulance,10
91,49,43,65,18,30,27,89,1,0,3,2,None,Lane 2,Starvation,3
59,75,26,27,83,68,60,18,0,1,4,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
59,75,26,27,83,68,60,18,1,2,0,4,Police,Lane 3,Emergency_Police,10
19,22,41,52,64,39,37,38,2,3,1,0,Police,Lane 4,Emergency_Police,10
85,60,35,42,87,74,58,13,0,4,2,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
13,54,87,26,58,97,37,71,1,5,0,2,None,Lane 3,Gridlock_Avoidance,10
88,87,93,96,80,43,51,71,2,0,1,3,None,Lane 2,Starvation,10
77,53,76,14,45,91,58,22,3,0,2,4,Ambulance,Lane 2,Emergency_Ambulance,10
32,23,65,17,27,94,78,53,0,1,3,5,None,Lane 1,Starvation,3
95,59,73,61,53,44,80,84,1,0,4,6,Fire Truck,Lane 2,Emergency_Fire Truck,10
95,59,73,61,53,44,80,84,0,1,5,7,Police,Lane 1,Emergency_Police,10
77,91,50,79,38,66,97,14,1,0,6,8,Fire Truck,Lane 2,Emergency_Fire Truck,10
94,95,15,57,72,60,54,78,2,1,0,9,None,Lane 3,Starvation,3
100,32,63,33,17,71,27,53,0,2,1,10,Ambulance,Lane 1,Emergency_Ambulance,10
71,20,73,93,58,66,14,56,1,0,2,11,Ambulance,Lane 2,Emergency_Ambulance,10
71,20,73,93,58,66,14,56,2,1,0,12,Fire Truck,Lane 3,Emergency_Fire Truck,10
17,13,71,89,47,83,78,63,3,2,0,13,Fire Truck,Lane 3,Emergency_Fire Truck,10
39,84,57,72,86,35,100,82,4,0,1,14,None,Lane 2,Gridlock_Avoidance,6
34,59,61,87,12,88,39,10,5,0,2,15,Police,Lane 2,Emergency_Police,10
86,49,36,27,84,81,45,18,6,1,3,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
54,97,48,100,92,89,10,37,7,2,0,1,Police,Lane 3,Emergency_Police,10
10,95,58,26,32,91,60,46,8,3,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
23,17,20,50,72,46,70,41,0,4,2,1,None,Lane 1,Starvation,3
66,23,35,17,83,49,65,70,1,5,0,2,Police,Lane 3,Emergency_Police,10
25,77,28,24,20,31,72,64,2,0,1,3,None,Lane 2,Starvation,6
21,54,45,68,41,12,95,13,3,1,2,0,None,Lane 4,Starvation,3
55,92,47,54,92,52,73,91,4,0,3,1,None,Lane 2,Gridlock_Avoidance,10
61,66,31,21,47,27,56,89,0,1,4,2,Ambulance,Lane 1,Emergency_Ambulance,10
48,20,26,22,47,72,81,27,0,2,5,3,None,Lane 1,Gridlock_Avoidance,3
19,98,81,20,65,59,79,73,1,3,0,4,None,Lane 3,Starvation,6
84,12,33,21,41,51,34,50,2,4,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
68,57,44,53,20,47,87,24,0,5,2,1,Police,Lane 1,Emergency_Police,10
100,62,97,75,48,65,44,57,1,0,3,2,Ambulance,Lane 2,Emergency_Ambulance,10
100,62,97,75,48,65,44,57,2,1,0,3,Police,Lane 3,Emergency_Police,10
15,51,57,89,67,57,84,91,3,0,1,4,Ambulance,Lane 2,Emergency_Ambulance,10
15,51,57,89,67,57,84,91,0,1,2,5,Fire Truck,Lane 1,Emergency_Fire Truck,10
21,87,80,94,96,13,41,86,1,0,3,6,None,Lane 2,Gridlock_Avoidance,10
76,44,88,29,71,50,36,25,2,1,0,7,None,Lane 3,Starvation,10
46,16,47,15,11,90,91,65,3,2,0,8,Police,Lane 3,Emergency_Police,10
13,47,64,86,42,13,69,40,0,3,1,9,None,Lane 1,Starvation,3
53,56,24,43,14,53,34,62,1,4,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
79,72,38,26,72,65,63,38,2,5,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
79,72,38,26,72,65,63,38,3,6,1,0,Police,Lane 4,Emergency_Police,10
80,42,42,68,27,20,88,35,0,7,2,1,Ambulance,Lane 1,Emergency_Ambulance,10
80,42,42,68,27,20,88,35,1,8,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
95,91,61,44,35,31,65,61,2,0,1,3,Police,Lane 2,Emergency_Police,10
65,46,46,67,59,60,88,91,0,1,2,4,None,Lane 1,Gridlock_Avoidance,3
66,15,93,91,21,93,14,76,0,2,3,5,Police,Lane 1,Emergency_Police,10
17,90,75,53,97,71,65,69,1,3,0,6,None,Lane 3,Starvation,6
94,11,52,61,86,37,45,60,2,0,1,7,None,Lane 2,Starvation,3
89,38,61,38,20,21,50,64,3,1,0,8,Fire Truck,Lane 3,Emergency_Fire Truck,10
46,36,23,45,89,92,18,22,4,2,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
73,12,81,26,50,82,45,98,0,3,2,1,None,Lane 1,Starvation,6
31,40,89,90,99,40,31,53,1,0,3,2,None,Lane 2,Starvation,3
98,84,75,68,24,31,35,32,2,1,0,3,Police,Lane 3,Emergency_Police,10
32,88,35,23,33,68,58,79,3,2,0,4,Police,Lane 3,Emergency_Police,10
32,88,35,23,33,68,58,79,4,3,1,0,Police,Lane 4,Emergency_Police,10
69,50,47,54,80,16,38,74,0,4,2,1,None,Lane 1,Starvation,3
69,96,81,54,85,29,50,16,1,0,3,2,None,Lane 2,Starvation,10
15,11,24,29,77,52,49,16,2,1,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
48,82,60,67,16,78,16,71,3,2,1,0,None,Lane 4,Starvation,3
42,78,30,35,98,20,58,48,0,3,2,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
48,25,91,41,81,37,35,30,0,4,3,2,Fire Truck,Lane 1,Emergency_Fire Truck,10
35,78,12,19,80,65,56,87,1,0,4,3,None,Lane 2,Starvation,6
84,89,19,85,99,34,81,12,2,0,5,4,None,Lane 2,Gridlock_Avoidance,10
74,71,91,53,38,70,79,36,3,1,0,5,Police,Lane 3,Emergency_Police,10
90,57,94,78,13,43,94,69,0,2,1,6,None,Lane 1,Starvation,10
88,76,100,69,61,20,38,83,1,3,0,7,None,Lane 3,Gridlock_Avoidance,10
72,71,23,34,84,25,49,21,0,4,1,8,Fire Truck,Lane 1,Emergency_Fire Truck,10
21,84,54,37,19,46,15,41,1,0,2,9,None,Lane 2,Starvation,6
76,93,60,74,72,96,85,81,0,1,3,10,Fire Truck,Lane 1,Emergency_Fire Truck,10
15,40,26,79,86,60,15,87,1,2,0,11,None,Lane 3,Starvation,3
35,57,30,27,91,22,94,10,0,3,1,12,Ambulance,Lane 1,Emergency_Ambulance,10
35,57,30,27,91,22,94,10,1,4,0,13,Police,Lane 3,Emergency_Police,10
43,28,77,81,32,30,29,43,2,0,1,14,None,Lane 2,Starvation,3
55,19,81,27,74,31,35,57,3,1,2,0,None,Lane 4,Starvation,3
60,17,72,69,98,98,11,49,4,2,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
60,17,72,69,98,98,11,49,0,3,1,2,Police,Lane 1,Emergency_Police,10
60,17,72,69,98,98,11,49,1,0,2,3,Police,Lane 2,Emergency_Police,10
93,41,89,57,26,56,93,39,2,1,3,0,None,Lane 4,Starvation,3
16,54,38,43,21,76,45,32,3,2,0,1,None,Lane 3,Starvation,3
60,59,13,57,90,72,26,27,4,0,1,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
60,59,13,57,90,72,26,27,5,1,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
60,59,13,57,90,72,26,27,6,2,0,1,Police,Lane 3,Emergency_Police,10
25,60,98,23,21,69,80,38,0,3,1,2,None,Lane 1,Starvation,3
50,24,55,58,94,33,21,98,1,4,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
50,24,55,58,94,33,21,98,2,0,3,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
87,28,54,80,75,86,41,29,3,1,0,2,None,Lane 3,Starvation,3
27,51,98,50,88,27,17,89,4,2,0,3,None,Lane 3,Gridlock_Avoidance,10
44,98,72,77,50,74,12,11,0,3,1,4,None,Lane 1,Starvation,3
73,22,17,65,82,61,41,20,1,0,2,5,None,Lane 2,Starvation,3
76,23,52,82,50,57,55,18,2,0,3,6,Police,Lane 2,Emergency_Police,10
16,97,44,63,65,81,85,99,0,1,4,7,Ambulance,Lane 1,Emergency_Ambulance,10
16,97,44,63,65,81,85,99,1,0,5,8,Ambulance,Lane 2,Emergency_Ambulance,10
16,97,44,63,65,81,85,99,2,1,0,9,Ambulance,Lane 3,Emergency_Ambulance,10
96,37,21,88,27,32,49,25,3,2,1,0,None,Lane 4,Starvation,10
59,96,18,99,83,78,16,62,4,0,2,1,Ambulance,Lane 2,Emergency_Ambulance,10
53,43,85,98,63,77,20,19,0,1,3,2,None,Lane 1,Starvation,3
82,49,83,88,97,59,12,95,0,2,4,3,Police,Lane 1,Emergency_Police,10
100,98,76,72,45,31,88,89,0,3,5,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
100,98,76,72,45,31,88,89,1,0,6,5,Police,Lane 2,Emergency_Police,10
20,57,53,25,63,10,62,96,0,1,7,6,Ambulance,Lane 1,Emergency_Ambulance,10
64,30,39,80,93,56,92,16,1,2,8,0,None,Lane 4,Gridlock_Avoidance,6
30,67,61,97,95,64,79,41,2,3,9,0,Police,Lane 4,Emergency_Police,10
35,51,33,48,25,55,13,21,3,0,10,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
92,61,23,94,75,23,43,12,4,0,11,2,Fire Truck,Lane 2,Emergency_Fire Truck,10
61,54,19,41,63,71,79,19,5,1,0,3,Ambulance,Lane 3,Emergency_Ambulance,10
61,54,19,41,63,71,79,19,6,2,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
61,54,19,41,63,71,79,19,0,3,2,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
82,87,47,11,65,20,45,52,1,0,3,2,None,Lane 2,Starvation,10
53,14,48,23,32,81,41,46,2,1,0,3,None,Lane 3,Starvation,3
89,90,77,49,25,40,23,82,3,0,1,4,None,Lane 2,Gridlock_Avoidance,10
95,48,17,48,63,94,50,10,0,1,2,5,None,Lane 1,Starvation,10
45,46,15,93,80,47,88,32,1,2,3,0,None,Lane 4,Starvation,10
22,94,15,26,42,98,76,43,2,3,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
35,31,27,18,60,52,74,56,3,4,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
35,31,27,18,60,52,74,56,4,5,1,0,Police,Lane 4,Emergency_Police,10
90,43,59,18,24,20,97,18,0,6,2,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
90,43,59,18,24,20,97,18,1,7,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
71,62,95,40,49,89,72,57,0,8,1,3,Police,Lane 1,Emergency_Police,10
80,23,57,20,41,55,51,70,1,9,0,4,Police,Lane 3,Emergency_Police,10
45,48,33,83,78,49,47,100,0,10,1,5,Ambulance,Lane 1,Emergency_Ambulance,10
45,48,33,83,78,49,47,100,1,0,2,6,Ambulance,Lane 2,Emergency_Ambulance,10
45,48,33,83,78,49,47,100,2,1,0,7,Fire Truck,Lane 3,Emergency_Fire Truck,10
100,38,63,92,48,97,91,84,0,2,1,8,None,Lane 1,Gridlock_Avoidance,10
97,53,93,72,83,29,57,49,1,3,2,0,None,Lane 4,Starvation,6
24,18,97,46,24,90,10,68,0,4,3,1,Ambulance,Lane 1,Emergency_Ambulance,10
84,36,82,54,67,93,82,27,0,5,4,2,None,Lane 1,Gridlock_Avoidance,6
70,12,69,81,84,68,63,83,1,0,5,3,None,Lane 2,Starvation,3
57,86,82,74,46,27,44,29,2,1,0,4,None,Lane 3,Starvation,6
73,83,40,18,47,37,27,13,3,2,1,0,None,Lane 4,Starvation,3
16,30,83,82,78,90,98,27,0,3,2,1,None,Lane 1,Starvation,3
62,49,55,50,30,66,43,74,1,4,0,2,Fire Truck,Lane 3,Emergency_Fire Truck,10
75,64,84,41,70,45,42,29,2,0,1,3,None,Lane 2,Starvation,3
35,60,18,99,10,54,18,31,0,1,2,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
82,100,55,71,21,44,66,92,1,0,3,5,None,Lane 2,Gridlock_Avoidance,10
79,52,13,48,24,14,88,72,0,1,4,6,None,Lane 1,Gridlock_Avoidance,6
21,68,43,57,26,69,57,51,1,2,0,7,None,Lane 3,Starvation,3
10,60,52,73,84,75,58,90,0,3,1,8,Fire Truck,Lane 1,Emergency_Fire Truck,10
73,37,17,60,67,21,15,32,1,0,2,9,Ambulance,Lane 2,Emergency_Ambulance,10
52,79,74,34,97,64,91,36,2,1,3,0,None,Lane 4,Starvation,3
16,73,59,83,71,17,86,86,0,2,4,1,Ambulance,Lane 1,Emergency_Ambulance,10
66,29,38,18,14,62,75,44,1,3,0,2,Police,Lane 3,Emergency_Police,10
64,70,23,36,29,28,100,18,2,0,1,3,None,Lane 2,Starvation,3
33,33,47,34,40,57,27,59,3,1,2,0,None,Lane 4,Starvation,3
44,33,37,56,60,57,27,97,4,0,3,1,Police,Lane 2,Emergency_Police,10
50,47,73,59,15,30,19,29,0,1,4,2,None,Lane 1,Starvation,3
54,11,94,17,44,100,82,74,0,2,5,3,None,Lane 1,Gridlock_Avoidance,3
21,83,87,27,14,73,14,70,1,3,0,4,None,Lane 3,Starvation,10
16,60,28,46,59,56,63,51,2,0,1,5,None,Lane 2,Starvation,3
79,30,67,85,20,12,42,14,3,1,2,0,None,Lane 4,Starvation,6
74,47,61,93,86,37,100,95,0,2,3,1,Ambulance,Lane 1,Emergency_Ambulance,10
74,47,61,93,86,37,100,95,1,3,4,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
72,55,67,40,98,93,40,45,2,0,5,1,Police,Lane 2,Emergency_Police,10
85,87,55,95,52,68,45,53,3,1,0,2,None,Lane 3,Starvation,3
13,13,32,15,62,65,87,11,4,0,1,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
13,13,32,15,62,65,87,11,5,1,0,4,Police,Lane 3,Emergency_Police,10
62,53,88,80,55,25,75,31,6,0,1,5,Ambulance,Lane 2,Emergency_Ambulance,10
62,53,88,80,55,25,75,31,7,1,0,6,Fire Truck,Lane 3,Emergency_Fire Truck,10
69,80,48,14,69,61,19,23,8,2,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
69,80,48,14,69,61,19,23,9,3,0,1,Police,Lane 3,Emergency_Police,10
33,10,50,79,95,47,96,50,10,4,1,0,None,Lane 4,Gridlock_Avoidance,6
15,43,63,89,24,90,84,31,0,5,2,1,None,Lane 1,Starvation,3
78,79,77,59,29,73,91,78,1,6,0,2,Police,Lane 3,Emergency_Police,10
82,18,39,79,32,23,82,17,2,0,1,3,None,Lane 2,Starvation,3
12,21,49,18,33,48,89,66,3,1,2,0,None,Lane 4,Starvation,3
39,14,69,100,85,37,35,93,4,2,0,1,None,Lane 3,Gridlock_Avoidance,3
53,96,17,15,67,76,53,77,5,3,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
53,96,17,15,67,76,53,77,6,4,0,1,Police,Lane 3,Emergency_Police,10
56,88,87,94,100,38,59,96,7,0,1,2,None,Lane 2,Gridlock_Avoidance,10
96,91,54,60,69,83,75,12,0,1,2,3,Police,Lane 1,Emergency_Police,10
18,28,13,18,85,69,36,21,1,2,3,0,None,Lane 4,Starvation,3
69,11,77,73,98,58,72,32,2,3,0,1,None,Lane 3,Starvation,6
95,24,71,59,98,83,51,46,3,0,1,2,Ambulance,Lane 2,Emergency_Ambulance,10
95,24,71,59,98,83,51,46,0,1,2,3,Police,Lane 1,Emergency_Police,10
84,68,27,43,14,27,19,76,1,2,3,0,None,Lane 4,Starvation,3
28,92,50,87,36,66,47,51,2,3,0,1,None,Lane 3,Starvation,3
57,20,39,35,62,11,34,45,3,0,1,2,None,Lane 2,Starvation,3
57,66,82,72,67,86,73,80,0,1,2,3,None,Lane 1,Starvation,3
16,12,87,74,87,45,34,83,1,2,0,4,None,Lane 3,Gridlock_Avoidance,10
66,61,48,27,81,83,10,79,2,3,1,0,None,Lane 4,Starvation,3
23,21,22,96,73,98,60,10,3,4,2,0,None,Lane 4,Gridlock_Avoidance,10
44,98,94,25,28,95,19,51,0,5,3,1,None,Lane 1,Starvation,3
36,78,87,59,33,45,24,83,1,6,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
61,63,39,77,30,12,80,64,2,0,1,3,Ambulance,Lane 2,Emergency_Ambulance,10
17,77,47,72,65,43,59,23,3,0,2,4,Police,Lane 2,Emergency_Police,10
98,53,25,87,66,22,51,21,4,1,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
98,53,25,87,66,22,51,21,0,2,1,6,Fire Truck,Lane 1,Emergency_Fire Truck,10
97,15,94,92,34,29,23,11,1,3,0,7,Ambulance,Lane 3,Emergency_Ambulance,10
46,29,62,53,47,44,95,78,2,0,1,8,None,Lane 2,Starvation,3
61,91,41,59,13,44,82,33,3,1,2,0,None,Lane 4,Starvation,3
75,72,66,31,28,93,35,10,0,2,3,1,None,Lane 1,Starvation,6
49,57,56,33,87,41,31,65,1,3,0,2,None,Lane 3,Starvation,3
17,43,73,45,78,44,30,35,2,0,1,3,None,Lane 2,Starvation,3
27,82,40,35,13,31,78,84,0,1,2,4,Police,Lane 1,Emergency_Police,10
92,67,24,76,89,35,29,12,1,2,3,0,None,Lane 4,Starvation,6
81,39,92,36,17,31,66,93,2,3,0,1,None,Lane 3,Starvation,10
45,52,62,98,91,65,24,62,3,4,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
45,52,62,98,91,65,24,62,0,5,1,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
88,12,63,25,35,57,58,63,1,0,2,4,None,Lane 2,Starvation,3
55,47,92,84,34,94,62,45,2,0,3,5,Police,Lane 2,Emergency_Police,10
13,17,56,73,44,15,61,14,3,0,4,6,Ambulance,Lane 2,Emergency_Ambulance,10
13,17,56,73,44,15,61,14,4,1,0,7,Fire Truck,Lane 3,Emergency_Fire Truck,10
13,17,56,73,44,15,61,14,5,2,1,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
74,94,69,29,42,90,77,79,6,3,0,1,Police,Lane 3,Emergency_Police,10
21,63,19,10,42,69,53,87,0,4,1,2,None,Lane 1,Starvation,3
82,45,35,61,98,26,33,64,0,5,2,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
82,45,35,61,98,26,33,64,1,0,3,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
30,67,75,94,15,36,15,85,2,1,0,5,Police,Lane 3,Emergency_Police,10
80,91,99,87,23,93,69,36,3,2,1,0,None,Lane 4,Starvation,10
65,41,23,32,51,79,70,84,0,3,2,1,None,Lane 1,Starvation,3
98,85,72,80,77,27,32,47,1,4,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
98,85,72,80,77,27,32,47,0,5,1,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
59,100,60,82,22,30,68,66,1,6,2,0,Ambulance,Lane 4,Emergency_Ambulance,10
42,54,28,67,79,17,40,22,0,7,3,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
72,20,68,68,51,21,56,48,1,8,0,2,Ambulance,Lane 3,Emergency_Ambulance,10
72,20,68,68,51,21,56,48,2,0,1,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
94,56,26,65,48,55,22,80,3,1,2,0,None,Lane 4,Starvation,3
34,97,25,66,86,99,73,32,4,2,3,0,None,Lane 4,Gridlock_Avoidance,3
14,10,75,80,99,76,42,52,5,3,4,0,None,Lane 4,Gridlock_Avoidance,6
95,46,11,29,46,65,37,65,6,0,5,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
95,46,11,29,46,65,37,65,7,1,6,0,Police,Lane 4,Emergency_Police,10
76,34,14,60,68,90,62,92,0,2,7,1,None,Lane 1,Starvation,6
39,40,79,73,94,87,21,66,1,3,0,2,None,Lane 3,Starvation,6
99,51,28,95,29,37,71,83,2,0,1,3,None,Lane 2,Starvation,3
45,22,14,91,74,27,44,92,0,1,2,4,None,Lane 1,Gridlock_Avoidance,3
18,20,96,78,71,45,45,23,1,2,3,0,None,Lane 4,Starvation,6
89,78,28,79,72,19,44,25,0,3,4,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
26,39,68,93,70,15,16,91,1,4,5,0,Ambulance,Lane 4,Emergency_Ambulance,10
56,13,89,33,12,25,91,55,2,0,6,1,None,Lane 2,Starvation,3
54,80,47,64,97,52,83,63,3,0,7,2,None,Lane 2,Gridlock_Avoidance,6
47,12,18,75,47,61,31,47,0,1,8,3,None,Lane 1,Starvation,3
36,99,40,51,88,43,23,18,1,2,0,4,None,Lane 3,Starvation,3
61,40,34,73,63,62,66,58,2,3,1,0,Ambulance,Lane 4,Emergency_Ambulance,10
61,40,34,73,63,62,66,58,3,0,2,1,Fire Truck,Lane 2,Emergency_Fire Truck,10
61,40,34,73,63,62,66,58,0,1,3,2,Police,Lane 1,Emergency_Police,10
42,60,54,33,93,80,18,25,1,2,0,3,None,Lane 3,Starvation,3
90,55,30,78,15,53,89,50,2,3,1,0,None,Lane 4,Starvation,6
70,94,32,67,67,32,66,83,3,0,2,1,None,Lane 2,Starvation,10
41,65,16,82,25,38,68,56,0,1,3,2,None,Lane 1,Starvation,3
55,75,78,96,43,38,69,23,1,2,0,3,None,Lane 3,Starvation,6
14,50,90,100,40,68,76,89,0,3,1,4,Fire Truck,Lane 1,Emergency_Fire Truck,10
14,50,90,100,40,68,76,89,1,0,2,5,Fire Truck,Lane 2,Emergency_Fire Truck,10
93,26,30,38,37,29,69,12,2,1,3,0,None,Lane 4,Starvation,3
30,23,23,87,42,80,53,41,3,2,0,1,None,Lane 3,Starvation,3
10,36,13,82,56,25,61,77,0,3,1,2,None,Lane 1,Starvation,3
31,16,25,25,74,82,35,25,1,4,0,3,Fire Truck,Lane 3,Emergency_Fire Truck,10
56,44,90,66,96,56,39,71,2,0,1,4,None,Lane 2,Starvation,3
93,84,27,99,70,81,81,22,3,1,2,0,None,Lane 4,Starvation,10
35,44,78,49,16,47,36,54,0,2,3,1,Fire Truck,Lane 1,Emergency_Fire Truck,10
82,39,60,48,99,40,41,64,1,3,0,2,None,Lane 3,Starvation,3
57,50,81,16,71,18,30,82,2,0,1,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
54,31,59,83,60,22,44,30,3,0,2,4,Ambulance,Lane 2,Emergency_Ambulance,10
99,45,76,84,93,85,76,66,4,0,3,5,Fire Truck,Lane 2,Emergency_Fire Truck,10
79,25,63,38,57,17,51,59,0,1,4,6,None,Lane 1,Starvation,6
70,43,87,70,77,60,35,27,1,2,0,7,None,Lane 3,Starvation,10
80,22,97,97,60,99,20,70,2,0,1,8,Fire Truck,Lane 2,Emergency_Fire Truck,10
46,21,68,70,81,29,30,50,3,1,2,0,None,Lane 4,Starvation,3
59,36,75,33,14,76,99,24,4,2,3,0,Police,Lane 4,Emergency_Police,10
20,81,37,69,59,67,64,22,5,3,0,1,Ambulance,Lane 3,Emergency_Ambulance,10
91,80,43,47,69,89,24,56,0,4,1,2,Ambulance,Lane 1,Emergency_Ambulance,10
62,50,26,70,23,70,57,17,1,0,2,3,None,Lane 2,Starvation,3
76,99,38,44,41,30,78,95,2,0,3,4,None,Lane 2,Gridlock_Avoidance,10
69,72,42,44,95,65,51,42,3,1,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
69,72,42,44,95,65,51,42,4,0,1,6,Fire Truck,Lane 2,Emergency_Fire Truck,10
10,78,32,39,68,91,10,63,0,1,2,7,None,Lane 1,Starvation,3
97,100,52,92,35,22,87,26,1,2,3,0,None,Lane 4,Starvation,10
30,66,12,51,100,65,24,45,2,0,4,1,Police,Lane 2,Emergency_Police,10
30,66,12,51,100,65,24,45,3,1,5,0,Police,Lane 4,Emergency_Police,10
53,92,15,21,35,84,96,93,0,2,6,1,None,Lane 1,Starvation,3
55,43,44,37,67,62,33,14,1,3,0,2,None,Lane 3,Starvation,3
59,10,95,65,88,25,94,31,2,0,1,3,None,Lane 2,Starvation,3
94,41,25,15,24,37,56,84,3,0,2,4,Fire Truck,Lane 2,Emergency_Fire Truck,10
94,41,25,15,24,37,56,84,0,1,3,5,Police,Lane 1,Emergency_Police,10
53,50,97,11,88,86,77,62,1,0,4,6,Police,Lane 2,Emergency_Police,10
18,76,56,73,11,79,77,84,2,1,0,7,None,Lane 3,Starvation,3
99,40,81,90,35,66,50,74,3,0,1,8,Police,Lane 2,Emergency_Police,10
26,50,45,37,71,17,35,67,4,1,2,0,Fire Truck,Lane 4,Emergency_Fire Truck,10
23,52,46,22,54,25,75,34,5,0,3,1,Ambulance,Lane 2,Emergency_Ambulance,10
99,62,79,74,36,43,27,53,0,1,4,2,Ambulance,Lane 1,Emergency_Ambulance,10
99,62,79,74,36,43,27,53,1,0,5,3,Police,Lane 2,Emergency_Police,10
19,24,23,33,71,10,87,29,2,1,6,0,None,Lane 4,Gridlock_Avoidance,3
22,34,34,33,95,16,90,57,3,0,7,1,None,Lane 2,Gridlock_Avoidance,3
26,45,34,53,35,62,33,70,4,1,0,2,Police,Lane 3,Emergency_Police,10
89,86,28,20,24,51,94,38,5,2,1,0,Police,Lane 4,Emergency_Police,10
64,27,60,54,49,53,40,25,0,3,2,1,None,Lane 1,Starvation,3
88,28,93,38,84,52,54,71,0,4,3,2,Ambulance,Lane 1,Emergency_Ambulance,10
38,89,38,96,96,31,60,86,1,0,4,3,None,Lane 2,Starvation,10
89,60,74,16,60,28,92,26,0,1,5,4,None,Lane 1,Gridlock_Avoidance,10
46,81,82,40,61,44,87,40,1,2,0,5,Ambulance,Lane 3,Emergency_Ambulance,10
76,58,25,23,47,42,90,22,2,3,1,0,None,Lane 4,Starvation,3
82,31,69,72,92,83,55,60,3,4,2,0,None,Lane 4,Gridlock_Avoidance,6
70,92,10,15,12,87,59,19,0,5,3,1,Ambulance,Lane 1,Emergency_Ambulance,10
72,94,99,22,71,65,85,23,1,0,4,2,None,Lane 2,Starvation,10
29,63,95,41,20,95,56,39,2,0,5,3,Fire Truck,Lane 2,Emergency_Fire Truck,10
29,63,95,41,20,95,56,39,0,1,6,4,Police,Lane 1,Emergency_Police,10
14,71,21,23,68,90,70,82,1,2,0,5,None,Lane 3,Starvation,3
21,51,81,73,38,96,97,94,0,3,1,6,None,Lane 1,Gridlock_Avoidance,3
26,46,33,38,39,48,11,32,1,4,2,0,Police,Lane 4,Emergency_Police,10
80,44,49,100,77,38,13,72,2,0,3,1,None,Lane 2,Starvation,3
56,32,46,26,67,54,37,51,3,1,4,0,Ambulance,Lane 4,Emergency_Ambulance,10
56,32,46,26,67,54,37,51,4,0,5,1,Police,Lane 2,Emergency_Police,10
77,19,88,27,78,90,18,78,5,0,6,2,Police,Lane 2,Emergency_Police,10
69,49,11,59,19,39,59,90,0,1,7,3,Fire Truck,Lane 1,Emergency_Fire Truck,10
21,13,90,14,82,65,62,35,1,2,0,4,None,Lane 3,Starvation,10
80,14,37,69,36,90,100,22,2,3,1,0,None,Lane 4,Starvation,3
